Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,4194.483417007341
FDT45,OUT017,1017.0379847252439
NCC54,OUT027,5258.186872338825
FDP08,OUT018,2936.6757891812476
FDU44,OUT046,2663.3764184712827
DRG39,OUT035,972.1431620879234
FDU32,OUT049,2094.124863982958
FDY27,OUT049,2895.1203840123076
NCP54,OUT013,2003.1808326780133
NCZ41,OUT049,2090.7504041696798
DRL49,OUT013,2347.4899864376453
FDI05,OUT018,1022.1767754063304
FDY56,OUT045,3592.806381465505
DRC13,OUT013,2099.5767007031345
NCV29,OUT017,2972.1771283741405
FDR24,OUT049,1564.4268697114062
FDZ34,OUT018,2807.7780526467923
FDP37,OUT035,2222.3050738283473
FDX08,OUT027,4414.702206983131
FDS57,OUT045,2155.9142283788756
NCG18,OUT049,1707.8881835631805
FDK25,OUT018,2538.1263929659267
FDH53,OUT049,1434.127310769996
DRI59,OUT018,3266.53706652018
FDA52,OUT046,2818.090325538283
FDT20,OUT010,-1230.337103507074
FDE36,OUT019,734.3414740766964
FDI24,OUT017,2837.0694872807276
FDB28,OUT018,2877.256664094108
FDV11,OUT017,2992.558852819224
FDP01,OUT046,2537.4135679409555
FDD34,OUT027,4055.227063890786
FDJ50,OUT027,2357.7444714523685
FDZ44,OUT013,1939.104360030787
DRO59,OUT035,1339.8971581205967
DRB48,OUT045,470.6398605619215
FDR21,OUT018,2535.2041631203733
NCE42,OUT010,1778.2159434520086
FDO23,OUT046,1485.673956680688
NCE30,OUT018,3092.7141323088545
FDQ22,OUT035,695.0300118577395
FDY01,OUT045,1796.086373939388
FDS08,OUT017,3004.9988678368964
FDG28,OUT018,3706.2458636300553
FDQ51,OUT018,633.7045902594184
FDB05,OUT017,3999.266404970301
FDO56,OUT049,2042.773505963902
FDE02,OUT018,1266.1195077633167
FDN45,OUT017,3641.94797813249
FDS09,OUT013,752.1993594705534
NCA54,OUT018,2617.9523872603195
FDP09,OUT010,1445.9528741468703
FDC53,OUT045,1518.0015540480972
NCM55,OUT017,3070.742152315266
FDL09,OUT018,2462.9277394774313
FDA11,OUT019,-390.2628347595596
FDA50,OUT045,1390.1388624848184
FDC23,OUT017,2984.233375733198
FDE22,OUT049,2613.4080032513975
FDD23,OUT046,2995.4335252463643
NCA29,OUT049,2811.0290538724994
FDK38,OUT046,2339.360141079349
DRC13,OUT046,1965.646183572858
NCP43,OUT049,2921.3143658504596
FDX28,OUT049,1677.8204419415551
FDF08,OUT049,1619.1397382879536
FDZ33,OUT046,2343.9763892454275
FDD10,OUT049,2813.904490134787
FDO58,OUT017,2702.7419664496806
FDI50,OUT017,3829.065342091235
FDO58,OUT045,2546.947368398151
FDX08,OUT013,2993.859650948957
NCK17,OUT010,-1253.7081786782474
FDF39,OUT035,4295.079099519546
FDU45,OUT010,-96.62353648342923
NCJ18,OUT018,1596.0131921437255
DRC27,OUT019,1953.4345696915968
DRC25,OUT035,1523.0683172761821
FDU59,OUT035,2720.307903412743
FDU28,OUT035,3201.3990513297867
NCP30,OUT046,632.1249885496227
FDB39,OUT018,624.818488747406
FDE41,OUT013,1490.0467427935466
DRH11,OUT010,-1039.5278412051016
FDA58,OUT045,3642.409641007936
FDU50,OUT046,1818.7229844556666
FDM34,OUT013,2118.9059173335704
FDM44,OUT027,3101.208734203179
FDR39,OUT045,2869.041283008862
FDM25,OUT045,2818.022536968681
FDQ49,OUT049,2686.259870861603
DRH25,OUT018,623.4015773797612
FDM09,OUT027,4224.77459585659
FDL44,OUT019,724.8614063079817
NCR42,OUT018,282.46783943211426
DRL59,OUT046,814.505753448366
FDX43,OUT013,2787.99586307241
DRK47,OUT010,1634.398575812303
FDU48,OUT018,1872.9362983685514
FDY12,OUT045,776.0952519457608
NCN43,OUT018,1713.5449908675307
NCM55,OUT018,2666.7530578538626
FDQ21,OUT027,3453.4220931784093
FDX13,OUT035,4137.76485199982
NCK30,OUT027,5391.606367114803
FDG20,OUT049,2949.44003616609
DRG27,OUT017,741.7551488097483
FDY14,OUT018,3900.865420912246
FDP59,OUT035,1850.7467712164744
FDU60,OUT017,2869.968180131732
NCC18,OUT019,769.1025910679882
DRJ39,OUT017,3543.9850386628673
FDS07,OUT049,1872.8414330538071
FDM08,OUT027,5097.962572344475
FDP51,OUT045,1912.8474568252282
FDU16,OUT035,1503.0477138175847
FDH12,OUT013,1775.5596566287409
DRE48,OUT010,1197.290289183591
NCL42,OUT027,5327.158024393017
FDR21,OUT045,2728.5198969004105
NCW29,OUT035,2235.917102507052
FDO11,OUT013,4093.107427037547
NCM31,OUT049,2321.13120160178
FDV35,OUT019,570.1608391008338
FDF58,OUT017,1129.115589843745
NCE43,OUT049,2741.0803952412343
FDA02,OUT035,2439.4670890020616
DRL37,OUT010,-1190.2969652861411
FDR24,OUT018,1274.2927302517485
FDW59,OUT049,1450.092433193869
FDS22,OUT049,859.8355089858376
FDW24,OUT017,958.4018602899732
FDU24,OUT035,1703.4986166649692
FDA21,OUT027,4440.259885151645
FDH58,OUT027,3349.869195595922
FDW36,OUT018,1438.1913086450227
FDI45,OUT027,4289.34096448951
FDU01,OUT018,2770.1997391251616
FDF35,OUT027,3225.407172680271
FDU43,OUT019,1943.5951908836398
FDE24,OUT019,394.8580371427431
FDK50,OUT049,2701.3723856729284
FDG31,OUT045,985.9969358351673
FDC60,OUT045,1410.3325097966183
FDL36,OUT013,1520.4570901573406
FDP21,OUT013,3106.5364465619614
FDW16,OUT045,1413.2262626394388
FDX02,OUT017,3645.169245209345
FDQ58,OUT027,3936.3280737068703
FDT51,OUT046,1835.644512842652
FDD59,OUT049,1408.2129793613085
NCM42,OUT018,1488.2845904701458
FDA57,OUT018,423.03779702089355
FDZ48,OUT035,1959.7802891846309
FDE46,OUT045,2342.602424877172
NCZ30,OUT019,8.682193225813535
FDB56,OUT017,3200.81922953334
FDA25,OUT027,3208.0629710605904
FDD20,OUT013,2121.744582770034
FDL25,OUT013,1644.8983863720046
NCO18,OUT049,2878.947135243134
FDJ45,OUT017,832.2274190337712
FDR12,OUT035,2907.296864630961
NCF19,OUT010,-1166.9647648671184
FDK25,OUT046,2718.310118003353
NCR17,OUT046,1797.8799455480716
FDC52,OUT046,2401.9220762043155
NCA54,OUT017,2981.169874352574
FDR45,OUT010,1868.1370898892906
NCM19,OUT049,1887.3416952350062
FDF39,OUT027,5654.678512131201
FDX23,OUT049,1655.9705599919644
FDD58,OUT027,3074.4138213640927
FDX28,OUT013,1755.1828163768828
NCD31,OUT013,2626.9462732641
FDU57,OUT018,2186.317480816305
FDI27,OUT046,728.9346448847489
NCM42,OUT046,1690.3351652028862
FDD32,OUT027,2884.2272827887327
FDI34,OUT013,3712.71644165795
NCM29,OUT049,2080.978319080302
FDG46,OUT018,1601.4013422518497
DRC01,OUT010,-1066.9238607992224
FDB15,OUT027,5594.049303176233
NCA17,OUT027,3865.3953793176993
FDF10,OUT046,2350.201123096127
FDR26,OUT027,4284.214144945564
FDI02,OUT049,1922.3269533267064
NCM54,OUT010,88.86333794011944
FDF14,OUT013,2489.4848577118764
FDJ33,OUT010,34.80765822321814
FDM20,OUT035,4091.9731675096127
FDC03,OUT027,4583.538777969825
NCX05,OUT046,1824.1213678448212
NCM41,OUT027,2952.2565681836836
NCU29,OUT010,429.7381470382186
FDQ59,OUT017,1531.6001309231813
FDH46,OUT010,-258.7988087293279
FDH09,OUT013,1022.7523183606206
NCD06,OUT045,652.2582398585537
FDC15,OUT035,2559.9149103693944
DRD37,OUT027,2234.465227495873
FDT28,OUT027,3787.5835975825094
FDR28,OUT027,4128.179887558625
FDT38,OUT017,1472.1112433679214
FDV34,OUT027,2735.5503677735946
FDY52,OUT035,1176.1934860815975
FDB34,OUT013,1367.2284854718127
DRL23,OUT018,1426.4251232009815
DRB24,OUT046,2442.2105238853364
FDJ50,OUT046,881.2488660489767
FDQ49,OUT035,2714.0490456847715
FDP20,OUT035,2186.256921163887
FDV19,OUT027,4107.518571681818
NCR54,OUT045,3000.7242689660193
FDO09,OUT010,2216.988576214526
FDS57,OUT018,2025.3237966887311
FDN10,OUT049,1959.3077403283405
FDV23,OUT049,2106.3899142172368
FDY28,OUT049,3506.9733710949495
DRG51,OUT013,2612.6350090958504
FDD45,OUT019,-372.6868158111315
NCL18,OUT027,4500.379747480769
NCM29,OUT013,2138.0915338814248
FDF17,OUT027,4601.462258271269
FDE22,OUT017,2691.2133492830008
FDQ22,OUT017,745.325856027901
FDS01,OUT013,2937.317455303336
FDW35,OUT027,2137.0240970389914
FDJ33,OUT046,1988.4934795502481
NCF54,OUT035,2848.9452446472196
FDE09,OUT013,1880.0957026406388
NCE06,OUT045,2454.8188943474015
DRH49,OUT049,1393.3508641445565
FDY43,OUT045,2669.641087861134
NCT05,OUT017,4150.706530491173
FDZ34,OUT045,2971.296263047968
FDL38,OUT017,1454.0524101733124
FDZ31,OUT017,3223.0880637938185
FDR14,OUT035,999.0416119042277
NCN54,OUT049,1334.7402750143297
NCC42,OUT027,3699.926993030595
FDK08,OUT017,1828.0012942363503
FDP59,OUT013,1812.3611343255538
FDV22,OUT035,2680.5356332421356
FDD33,OUT035,3899.261654874067
DRE60,OUT027,5067.904358431833
FDK52,OUT046,3570.079327162065
FDA02,OUT017,2318.9925773284017
FDM56,OUT049,1886.857618723693
FDE57,OUT035,2382.646523813902
FDM32,OUT045,1402.0650281922153
NCQ30,OUT027,3403.4807666846846
FDQ27,OUT027,3248.302957543038
FDT60,OUT027,3485.7511679940335
FDU43,OUT049,3978.7618099081724
NCO55,OUT035,1834.8587084072774
FDG02,OUT045,2971.932318495551
FDJ28,OUT013,3095.0994915441634
FDP40,OUT045,1750.902193061981
FDJ38,OUT045,2998.973380287596
NCC54,OUT017,3933.3773382193085
NCZ41,OUT046,1966.6173126923486
FDK38,OUT019,491.17483282824264
FDU52,OUT013,2531.7380760928413
FDC40,OUT046,1205.0308666258852
NCR30,OUT017,1297.6514617912173
NCN18,OUT017,1876.9518990393842
FDB50,OUT035,1411.7134871993596
FDG04,OUT013,3145.889929857576
FDR26,OUT035,2922.6192993029213
NCT17,OUT018,2743.2365249438226
FDX35,OUT027,5133.4298419305005
FDS12,OUT046,2005.8880349879328
NCZ29,OUT027,3478.1261330248803
FDB38,OUT010,701.2290750270663
FDP12,OUT013,731.3853705211557
FDP22,OUT046,706.7320629359078
FDS26,OUT018,3842.875357975693
FDR52,OUT046,3059.7625088638724
DRJ13,OUT046,2543.172455304102
FDU48,OUT027,3581.641958613681
FDE29,OUT035,1119.468924003355
NCT29,OUT049,2019.081815721119
DRK37,OUT018,2760.9969818116024
FDK55,OUT046,1431.300736771529
FDR07,OUT046,1567.1988921824654
FDO21,OUT027,5081.2602485476355
FDK46,OUT049,4205.824868635507
FDB12,OUT045,1495.3803200862399
FDT31,OUT027,4630.7407572406455
FDJ33,OUT045,1929.5328418080978
FDC26,OUT027,3244.35085905028
NCQ02,OUT045,2887.076278716103
FDP08,OUT010,1215.1988527849326
FDB11,OUT027,5072.744715447506
FDV55,OUT013,2440.902689444315
FDW20,OUT049,2084.622801169852
NCJ18,OUT019,-38.175932331738295
FDC41,OUT018,971.3202761079425
FDE14,OUT027,3165.371554486794
FDG35,OUT013,2903.4465813082084
FDF45,OUT035,1176.5847819316607
FDS19,OUT027,2821.7282631628004
FDS58,OUT019,667.5248000589881
FDA26,OUT017,3614.168899462679
FDM32,OUT049,1556.9143856082742
FDL45,OUT046,1993.015842948621
FDZ55,OUT049,2687.247868187854
FDY37,OUT049,2398.852681057087
FDO46,OUT046,3046.0362216570425
FDQ60,OUT046,1931.9770596135882
FDA19,OUT018,1892.7612777949653
FDL15,OUT046,2473.2626015342976
FDM10,OUT018,3125.1775599499433
NCL05,OUT017,818.0454011816439
DRK49,OUT010,-1223.3719844401971
NCE18,OUT027,5441.198976320395
FDG40,OUT049,665.3373379068114
DRI59,OUT045,3408.0843088852953
FDK28,OUT035,4129.231420619348
NCD06,OUT019,-1183.8500410891224
FDO11,OUT019,2124.8141068870714
FDK27,OUT046,1936.4621972131386
FDT43,OUT027,2365.0934658180563
FDD38,OUT018,1458.3194096794182
FDA16,OUT049,3578.0494648359654
FDL14,OUT027,3990.6834331732925
NCM17,OUT049,797.0846102208827
FDD20,OUT045,1955.0591525286682
FDA40,OUT045,1386.5278574435156
FDL43,OUT045,1218.9070969338673
FDV15,OUT045,1588.4728482941553
FDE52,OUT046,1420.943015351947
NCL17,OUT010,353.22617882886993
NCJ31,OUT045,3668.672950461652
FDR60,OUT045,1182.6341445060873
NCA18,OUT035,1970.2967618190044
FDS21,OUT027,2545.934694008828
FDW09,OUT035,1444.8224221693104
FDL26,OUT035,2627.3310198752515
FDS47,OUT018,1202.9539710696517
FDC39,OUT046,3195.9839303181084
FDT51,OUT035,2009.531116595458
FDK40,OUT035,4317.4927877287755
NCG19,OUT045,3606.5480720130954
FDZ07,OUT046,1068.333398347223
FDF08,OUT027,3000.113788079387
FDO04,OUT013,968.2761729979845
FDK41,OUT018,1091.5328932431544
FDP15,OUT049,4164.371652145084
NCD43,OUT018,1420.5957283369798
NCP18,OUT013,2410.0350397435013
FDZ51,OUT046,1564.0551497871706
DRH13,OUT035,1890.371827976805
FDF38,OUT045,640.742205032999
NCI43,OUT045,702.5097533346118
FDM38,OUT027,2278.8375899360262
FDS03,OUT013,1149.5109503279239
DRJ47,OUT017,2818.4272714468334
FDT50,OUT010,-377.7986435971152
FDV02,OUT046,2678.0783917224594
NCG18,OUT017,1857.938562908007
FDW52,OUT046,2637.354031660714
FDS40,OUT035,754.5214834777612
FDN31,OUT017,3297.03126927241
FDA37,OUT045,1938.7066154721063
FDA15,OUT046,3902.349517207792
FDL39,OUT046,2849.5660697408102
FDJ53,OUT045,1866.7416694022766
FDX22,OUT013,3436.6987111372873
NCZ42,OUT045,3606.27692013767
FDD56,OUT027,4362.974455898202
FDD40,OUT017,3197.9657235835275
FDS50,OUT013,3515.504349269182
NCN14,OUT013,2982.9507252822655
FDT15,OUT013,3049.8616804792605
NCS18,OUT027,3190.2733356602653
NCO26,OUT010,-120.94943728419184
FDF58,OUT018,761.1852326666237
NCB19,OUT013,1422.7057766574749
FDH26,OUT017,2427.45659433977
DRB24,OUT027,3923.4579516810772
FDA49,OUT018,1162.2596848118446
FDB32,OUT045,1508.1056938708612
FDI36,OUT017,3305.8579332400222
NCA17,OUT010,442.48568075658454
FDH22,OUT013,2040.6272024390557
NCM26,OUT018,2194.3849639059886
FDT15,OUT027,4472.050283271006
FDB16,OUT018,1125.0608655133115
NCP54,OUT027,3432.7191203085695
FDJ36,OUT013,1737.0763176496007
FDO28,OUT045,1832.084466509973
FDU09,OUT013,977.3037308948144
FDF29,OUT017,2086.149147059264
FDY08,OUT013,2371.200701573786
DRJ59,OUT018,352.3657193059555
FDT23,OUT027,2820.7758036228834
FDU15,OUT018,471.06576309934167
FDT47,OUT013,1682.7114490889926
FDI53,OUT019,739.8165872209888
FDR59,OUT018,3969.3993200622745
FDD53,OUT035,818.3779844307296
FDY51,OUT017,3645.1267913659713
FDT04,OUT049,709.2226706553081
FDU51,OUT049,2963.7326677469027
FDG14,OUT035,2615.8075621523294
NCU06,OUT045,3545.663806875546
DRG25,OUT046,2940.015852016768
DRH49,OUT035,1497.9900853923662
FDN15,OUT035,2333.0368793976363
FDL43,OUT018,1038.1533036669011
NCT18,OUT049,2957.5197504926946
NCB31,OUT013,4154.848564713657
FDK57,OUT035,2040.0922744203708
FDY04,OUT019,728.3341713750872
NCP54,OUT046,1899.0506450684336
FDF41,OUT013,3917.2038297071613
FDM01,OUT045,1680.8945427209717
FDW03,OUT045,1674.0341878154932
FDF28,OUT045,1919.8398439407697
FDY37,OUT017,2445.2909996800327
FDQ03,OUT017,3954.984236768341
FDP51,OUT027,3472.073529043345
FDJ40,OUT017,1940.753180944875
FDC32,OUT049,1631.1428006091521
DRI49,OUT027,2777.754785068518
NCW54,OUT017,997.8601907689049
FDF09,OUT017,816.0587780430358
FDP45,OUT018,3761.0738360104706
DRJ23,OUT018,2701.553373332709
FDS59,OUT017,1966.0417530949062
FDY08,OUT046,2263.913808020612
FDX16,OUT049,2528.2631587723267
FDY16,OUT018,2723.386435439328
FDK32,OUT035,2676.908512116067
FDQ22,OUT013,636.2513995352358
NCC31,OUT018,2224.8318990054872
FDG58,OUT049,2559.672345943184
DRF48,OUT013,3066.1579677730283
DRH36,OUT049,1277.1019034734381
NCR30,OUT035,1335.5084066371965
FDB03,OUT019,1896.5777479007922
FDZ28,OUT027,3536.285778519401
FDR35,OUT017,3303.8987342653127
DRD15,OUT027,5054.152057305839
FDJ33,OUT019,99.7529055864029
FDA56,OUT010,-9.38113042190821
FDP56,OUT046,822.0558175451422
NCT30,OUT046,740.42878644337
FDK15,OUT017,1767.16690625643
FDH44,OUT018,2197.6650763613907
FDV01,OUT013,2566.8400478645167
DRG03,OUT017,2511.74504047351
FDG50,OUT027,2948.8415666153196
FDR16,OUT010,1508.1537367298065
FDZ60,OUT046,1704.5644319773762
DRG03,OUT045,2332.43777934242
FDS56,OUT018,4031.761314445638
FDU33,OUT045,680.6632962171257
DRD27,OUT035,1700.0876236410252
FDW22,OUT046,3553.9138073321083
DRA24,OUT045,2552.773222147589
FDF38,OUT049,790.8866613801622
FDX48,OUT013,2567.881380329488
FDS58,OUT018,2356.225290842106
FDC32,OUT046,1514.8614391058347
NCQ29,OUT045,4038.9123748939533
DRK39,OUT018,1077.623062539597
NCS38,OUT017,1921.759355598676
DRO47,OUT013,1813.9618758111947
DRG27,OUT027,2134.167239414787
FDC57,OUT027,4611.144006381204
FDS55,OUT046,2366.086149017293
NCJ06,OUT018,1651.6424090022238
FDO01,OUT019,283.66019032331997
NCM55,OUT045,2850.6579619244385
FDC52,OUT049,2516.6596820977916
FDQ15,OUT045,1267.266943615492
NCT30,OUT027,2234.3808984819357
NCR42,OUT027,2003.5393825545616
FDD28,OUT035,1101.5901924660832
FDQ34,OUT049,1737.632313990236
FDZ12,OUT027,3761.858632845862
DRE13,OUT019,-508.69086340256035
NCN07,OUT019,209.9996946791921
FDM28,OUT035,3019.2465447412587
FDI10,OUT017,2878.7601526554913
FDQ25,OUT013,2828.303128777561
FDA38,OUT010,1871.723355037056
DRI13,OUT049,3525.4146982416514
FDY20,OUT027,3018.61469437252
NCZ53,OUT035,3113.2203731619416
NCM31,OUT013,2335.645664830207
DRB01,OUT017,3124.520809972647
DRF37,OUT046,4119.3948414085535
NCF42,OUT049,2854.12969776688
FDF16,OUT018,2055.853939601866
FDB41,OUT013,875.7269391208981
FDR34,OUT013,3697.0704285414968
FDR15,OUT018,2320.2061144097556
NCV42,OUT019,-133.87926744238553
FDW51,OUT035,3579.3414649218503
FDU36,OUT017,1702.6449677871767
FDX60,OUT049,1400.5235917580296
FDY03,OUT035,2025.38102137708
FDW55,OUT045,3941.565027168138
FDT01,OUT010,1329.0281811122832
FDG58,OUT013,2547.525335691478
FDK21,OUT017,4076.2687399142546
NCS41,OUT019,981.9507599532252
FDS10,OUT045,2798.479535243541
NCT53,OUT046,2593.613795865599
FDJ28,OUT018,2795.1991041525584
FDX44,OUT045,1383.6441366051224
FDT20,OUT018,454.58763195942515
FDO44,OUT017,2021.6020703137724
NCX17,OUT049,3782.8048248359337
FDY01,OUT017,2022.3786697141147
FDJ12,OUT027,4856.982638860439
DRK35,OUT018,429.5829500520556
FDD47,OUT019,795.6628863303367
NCM53,OUT035,1834.9596568852176
FDO45,OUT013,1499.4756840662953
NCM42,OUT010,-262.8290604036479
FDE04,OUT046,2877.4544444291714
NCI30,OUT027,5379.317963733356
FDZ19,OUT013,2883.882929007119
FDW57,OUT013,2900.97687227374
FDA25,OUT013,1761.7884543500386
FDT22,OUT046,849.8624572814963
FDP51,OUT013,2032.0276422572317
FDD48,OUT027,3356.8645187342245
FDY39,OUT035,3128.4762116933402
FDO48,OUT010,1649.1503536071446
FDD23,OUT027,4339.390490831201
DRN35,OUT027,2064.4192191341003
FDT01,OUT035,3569.3849988043576
FDC20,OUT010,-1043.4521679434874
DRJ35,OUT035,1217.7682045700524
FDB32,OUT046,1538.8110531002171
FDL24,OUT046,2786.5706323093727
NCV42,OUT035,1852.8756675812524
FDZ46,OUT046,1719.7367133068408
FDC15,OUT013,2476.057627375216
FDD08,OUT019,-1290.720679577244
FDY50,OUT049,1488.138716117869
FDD36,OUT013,1982.8214154599943
FDG57,OUT027,2333.671035649872
FDL21,OUT018,474.13712312533494
FDN16,OUT027,3155.256879083418
FDJ09,OUT027,2152.118641960813
FDS01,OUT010,952.129788048222
FDV33,OUT017,4278.412932226551
DRE12,OUT017,1953.2243919972184
FDR07,OUT013,1666.6299031405356
FDP48,OUT010,1049.8382578968149
NCB55,OUT035,1043.6529321940554
FDQ08,OUT013,1126.3068187461297
FDR34,OUT035,3837.4104656977133
FDO33,OUT046,1761.2573539510608
FDP13,OUT045,596.9395508233831
FDX12,OUT049,3991.152915597378
NCT06,OUT049,2707.56414067085
FDR16,OUT019,1538.134056964288
FDE36,OUT046,2518.2828229724837
FDZ36,OUT049,3072.5313426619737
FDV13,OUT045,1389.497123858711
NCZ17,OUT035,734.8318589473347
FDU56,OUT045,2885.1393554352694
FDM09,OUT035,2885.1926824195466
FDV02,OUT017,2815.688834681009
FDS34,OUT018,1450.9531792064968
FDA11,OUT049,1634.3346036302426
FDP09,OUT017,3477.5319264604304
FDB29,OUT027,3351.828674574759
FDT19,OUT017,2972.050643694344
DRH15,OUT017,807.2812857706467
FDY38,OUT046,3668.759606228327
FDF14,OUT027,3921.0876647093783
FDN48,OUT010,-416.04751095741676
FDQ12,OUT013,3730.7915765467424
NCJ43,OUT045,2646.9968748965566
FDE17,OUT019,558.6531231612412
FDB05,OUT035,4084.4664971417333
FDH10,OUT045,2969.746317766638
NCR06,OUT017,783.7691128704723
FDU32,OUT018,1760.0901210083734
FDD56,OUT049,2925.188643817856
FDO36,OUT018,2648.8012420045197
FDH16,OUT010,-449.11165344723486
FDX10,OUT018,374.350270835673
FDZ37,OUT017,1602.099698422759
FDU31,OUT010,1626.9253072478004
DRC49,OUT049,2273.5385516306415
FDL15,OUT045,2386.084488860843
FDN32,OUT019,1118.1824813446478
DRH59,OUT027,2649.704318578536
NCU29,OUT049,2431.1478956402725
FDR37,OUT019,1139.009895109122
FDS14,OUT018,2220.9825470934297
FDU02,OUT027,5035.036327192447
FDJ08,OUT035,3248.828657538045
NCZ06,OUT045,3900.213091843295
FDO31,OUT049,1494.8781214619394
FDH31,OUT018,1466.345197594619
FDS58,OUT017,2703.762515670417
NCA53,OUT027,2282.1718215034975
FDF50,OUT046,3144.5341103451055
NCW42,OUT049,3586.172476243968
NCQ17,OUT045,2381.5193607991982
FDK51,OUT018,3905.3484767184173
NCW41,OUT010,574.811195330271
NCR29,OUT017,1014.0965991220578
FDB08,OUT019,682.5243186394364
FDA40,OUT027,2896.1582089418966
FDL14,OUT018,2327.9892158339785
FDB47,OUT046,3259.7182552700683
FDO03,OUT035,3843.346888981712
DRK13,OUT019,1214.7418813272034
FDX13,OUT010,2025.94880846564
FDF52,OUT046,2885.517263337512
FDT11,OUT013,3119.1055914539
FDB08,OUT013,2672.7061693577207
FDQ28,OUT018,2285.2456527435043
FDD29,OUT045,3924.796561874373
NCQ29,OUT027,5603.810036497964
NCO02,OUT013,1102.4784452127367
FDR56,OUT010,1258.3954916796563
NCM54,OUT049,2060.3296983642845
FDP51,OUT035,2084.526170371975
FDT38,OUT013,1383.735200832209
FDZ20,OUT018,3824.8605649534384
FDJ53,OUT013,1987.4833006309548
FDX13,OUT049,4050.3716261341247
FDP58,OUT035,3619.108197402981
NCK31,OUT019,-1059.3090598061012
FDA35,OUT018,1777.438711810656
FDV37,OUT018,2961.0987124985595
NCO07,OUT027,4863.670315982539
FDA20,OUT045,2944.209532553161
FDZ59,OUT035,2866.4209263514585
NCY17,OUT017,833.2538272713232
FDQ28,OUT035,2620.7927191257822
FDV35,OUT017,2594.963949221163
FDQ36,OUT013,681.8762986682184
FDD34,OUT018,2356.5411182909584
FDK51,OUT045,4079.1698330213917
FDV31,OUT035,2907.011997630224
FDR04,OUT035,1695.1379029023415
FDR14,OUT049,933.5682956232738
DRC36,OUT010,887.4127862498792
FDE39,OUT019,-9.852918777723744
FDP57,OUT049,1752.0633891584891
FDE57,OUT046,2285.8904709163326
NCN18,OUT046,1725.2888194974794
NCQ05,OUT018,2145.0806018929497
FDW47,OUT035,2013.3661518891658
FDV46,OUT035,2342.120093348073
NCP29,OUT045,918.8746446691787
FDE09,OUT018,1589.6062910297142
NCU06,OUT027,5093.5960955208975
FDT19,OUT010,900.3953398267536
DRF15,OUT017,2511.337158681091
DRI51,OUT013,2728.241763752231
NCX54,OUT013,1707.9640369496287
DRE01,OUT013,3867.354489123907
NCB07,OUT045,2987.9336064605804
FDU50,OUT035,1967.5163674438463
FDG40,OUT035,721.3589532262677
FDW10,OUT018,2538.7456912345615
FDX51,OUT013,3224.5426057833492
NCP17,OUT045,934.7092440861227
FDP21,OUT035,3024.622751142631
FDL04,OUT045,1594.062376930604
FDV23,OUT013,2042.4917089574249
FDF24,OUT046,1340.983077759758
FDH56,OUT027,3391.8996982129256
FDB51,OUT049,1053.9000817145954
FDI58,OUT027,3037.4825575970444
FDR20,OUT013,924.3790615056621
FDC51,OUT018,1730.801446385261
FDB16,OUT027,2833.2924072790925
FDE40,OUT049,1060.1529775527072
NCM17,OUT035,854.6842363381172
FDU56,OUT035,3149.2671446577474
FDS32,OUT019,439.1572779970629
FDX02,OUT049,3600.3212640457523
FDT39,OUT027,3859.342437557594
FDE35,OUT017,1106.7136353271978
NCI42,OUT019,1415.5041356499516
DRL23,OUT046,1647.2879314730603
FDA10,OUT046,1906.3287631474263
FDA11,OUT013,1612.7586571355332
NCM06,OUT046,2503.149928733319
NCT05,OUT035,4216.744568563459
NCQ02,OUT010,1020.6756161149141
NCY06,OUT049,2128.8293636575063
FDY56,OUT035,3792.7084918632254
FDL02,OUT035,1863.3446524583474
NCI06,OUT035,2881.0464117883594
FDQ14,OUT045,2268.445963353335
FDQ12,OUT017,3758.0228284946315
FDP36,OUT046,819.9951075148617
FDK21,OUT027,5454.055561343036
FDO40,OUT045,2276.4068512941126
NCK54,OUT019,54.518142342051306
FDY09,OUT018,2566.9513500929274
NCW30,OUT049,4195.684501587621
NCC55,OUT027,1997.332509124567
FDE58,OUT018,1628.128761555004
FDR39,OUT013,3021.158372142262
FDU28,OUT049,3085.0175229282145
FDH08,OUT017,3798.1557157276134
FDG35,OUT045,2759.2101939320023
FDG22,OUT049,705.4432822754691
FDC34,OUT035,2649.06891482842
FDP15,OUT018,3828.7429041864552
FDK34,OUT010,1865.0058971758722
FDU45,OUT035,2029.4296148797873
FDQ04,OUT027,2065.001916991064
FDX22,OUT018,3124.249694606634
FDB45,OUT017,1842.2636068694785
NCH43,OUT027,4895.355421358043
DRE60,OUT046,3517.3210917982915
FDD17,OUT027,5228.697318024581
NCM54,OUT017,2130.27741769293
NCH55,OUT013,2070.825011941649
NCT06,OUT017,2727.329922536937
FDA48,OUT027,4995.175238757234
FDY58,OUT027,5094.826039995548
FDO25,OUT045,3273.753804849518
FDN50,OUT045,1498.4950536412186
FDH35,OUT035,2777.457490223611
FDK09,OUT045,3506.7525765029122
FDO16,OUT013,1398.5122921039094
FDW11,OUT045,977.8023214876941
FDU47,OUT027,3790.3136345171074
NCQ42,OUT010,105.50145772859287
FDK55,OUT027,2961.320121540696
FDN08,OUT049,2030.7670304254807
FDT57,OUT045,3680.889356968047
FDJ12,OUT018,3104.611990020343
DRL59,OUT017,953.7235645459186
NCN53,OUT046,559.9142097308948
FDO51,OUT010,-1117.724207137825
FDK56,OUT017,3156.3283178923257
